Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
zgc:86598;Cofactor;ENSDARG00000014222;unmatched;unmatched;unmatched;;Danio rerio
rbmx;Cofactor;ENSDARG00000014244;unmatched;unmatched;unmatched;;Danio rerio
eya1;Cofactor;ENSDARG00000014259;unmatched;unmatched;unmatched;;Danio rerio
camk2d2;Cofactor;ENSDARG00000014273;unmatched;unmatched;unmatched;;Danio rerio
ctnnb1;Cofactor;ENSDARG00000014571;unmatched;unmatched;unmatched;;Danio rerio
ilf2;Cofactor;ENSDARG00000014591;unmatched;unmatched;unmatched;;Danio rerio
rbfox1;Cofactor;ENSDARG00000014746;unmatched;unmatched;unmatched;;Danio rerio
tbp;Cofactor;ENSDARG00000014994;T342296_2.00;unmatched;unmatched;;Danio rerio
grip1;Cofactor;ENSDARG00000015053;unmatched;unmatched;unmatched;;Danio rerio
hdac1;Cofactor;ENSDARG00000015427;unmatched;unmatched;unmatched;;Danio rerio
chd1l;Cofactor;ENSDARG00000015471;unmatched;unmatched;unmatched;;Danio rerio
rap2c;Cofactor;ENSDARG00000015649;unmatched;unmatched;unmatched;;Danio rerio
tnip1;Cofactor;ENSDARG00000015653;unmatched;unmatched;unmatched;;Danio rerio
yaf2;Cofactor;ENSDARG00000015966;unmatched;unmatched;unmatched;;Danio rerio
smurf1;Cofactor;ENSDARG00000016086;unmatched;unmatched;unmatched;;Danio rerio
trim33;Cofactor;ENSDARG00000016181;unmatched;unmatched;unmatched;;Danio rerio
trib3;Cofactor;ENSDARG00000016200;unmatched;unmatched;unmatched;;Danio rerio
cdk8;Cofactor;ENSDARG00000016496;unmatched;unmatched;unmatched;;Danio rerio
setd3;Cofactor;ENSDARG00000016513;unmatched;unmatched;unmatched;;Danio rerio
gtf2h2;Cofactor;ENSDARG00000016514;unmatched;unmatched;unmatched;;Danio rerio
helz2;Cofactor;ENSDARG00000016527;unmatched;unmatched;unmatched;;Danio rerio
wdr5;Cofactor;ENSDARG00000016903;unmatched;unmatched;unmatched;;Danio rerio
ikbkg;Cofactor;ENSDARG00000017037;unmatched;unmatched;unmatched;;Danio rerio
bud31;Cofactor;ENSDARG00000017084;unmatched;unmatched;unmatched;;Danio rerio
elp2;Cofactor;ENSDARG00000017199;unmatched;unmatched;unmatched;;Danio rerio
chd6;Cofactor;ENSDARG00000017244;unmatched;unmatched;unmatched;;Danio rerio
eapp;Cofactor;ENSDARG00000017272;unmatched;unmatched;unmatched;;Danio rerio
ctdp1;Cofactor;ENSDARG00000017522;unmatched;unmatched;unmatched;;Danio rerio
ccnt1;Cofactor;ENSDARG00000017525;unmatched;unmatched;unmatched;;Danio rerio
banp;Cofactor;ENSDARG00000017562;unmatched;unmatched;unmatched;;Danio rerio
utp4;Cofactor;ENSDARG00000017675;unmatched;unmatched;unmatched;;Danio rerio
sdr16c5b;Cofactor;ENSDARG00000017794;unmatched;unmatched;unmatched;;Danio rerio
bcor;Cofactor;ENSDARG00000017798;unmatched;unmatched;unmatched;;Danio rerio
gsk3b;Cofactor;ENSDARG00000017803;unmatched;unmatched;unmatched;;Danio rerio
kcnip3b;Cofactor;ENSDARG00000017880;unmatched;unmatched;unmatched;;Danio rerio
ncoa2;Cofactor;ENSDARG00000017929;T033650_2.00;unmatched;unmatched;;Danio rerio
depdc1a;Cofactor;ENSDARG00000018165;unmatched;unmatched;unmatched;;Danio rerio
arglu1b;Cofactor;ENSDARG00000018319;unmatched;unmatched;unmatched;;Danio rerio
taf5;Cofactor;ENSDARG00000018325;unmatched;unmatched;unmatched;;Danio rerio
frzb;Cofactor;ENSDARG00000018383;unmatched;unmatched;unmatched;;Danio rerio
kdm7ab;Cofactor;ENSDARG00000018559;unmatched;unmatched;unmatched;;Danio rerio
phf2;Cofactor;ENSDARG00000018691;unmatched;unmatched;unmatched;;Danio rerio
carm1;Cofactor;ENSDARG00000018698;unmatched;unmatched;unmatched;;Danio rerio
flncb;Cofactor;ENSDARG00000018820;unmatched;unmatched;unmatched;;Danio rerio
jak2b;Cofactor;ENSDARG00000018882;unmatched;unmatched;unmatched;;Danio rerio
kat6a;Cofactor;ENSDARG00000018907;unmatched;unmatched;unmatched;;Danio rerio
smarcd1;Cofactor;ENSDARG00000019004;unmatched;unmatched;unmatched;;Danio rerio
kdm4ab;Cofactor;ENSDARG00000019103;unmatched;unmatched;unmatched;;Danio rerio
zgc:136929;Cofactor;ENSDARG00000019213;unmatched;unmatched;unmatched;;Danio rerio
rasd1;Cofactor;ENSDARG00000019274;unmatched;unmatched;unmatched;;Danio rerio
mid1ip1b;Cofactor;ENSDARG00000019302;unmatched;unmatched;unmatched;;Danio rerio
uxt;Cofactor;ENSDARG00000019339;unmatched;unmatched;unmatched;;Danio rerio
tgfb3;Cofactor;ENSDARG00000019367;unmatched;unmatched;unmatched;;Danio rerio
taf7;Cofactor;ENSDARG00000019572;unmatched;unmatched;unmatched;;Danio rerio
ldb2a;Cofactor;ENSDARG00000019579;unmatched;unmatched;unmatched;;Danio rerio
chico;Cofactor;ENSDARG00000019588;unmatched;unmatched;unmatched;;Danio rerio
cnot3b;Cofactor;ENSDARG00000019842;unmatched;unmatched;unmatched;;Danio rerio
pdlim1;Cofactor;ENSDARG00000019845;unmatched;unmatched;unmatched;;Danio rerio
cnot8;Cofactor;ENSDARG00000020043;unmatched;unmatched;unmatched;;Danio rerio
cdc73;Cofactor;ENSDARG00000020201;unmatched;unmatched;unmatched;;Danio rerio
lpin1;Cofactor;ENSDARG00000020239;unmatched;unmatched;unmatched;;Danio rerio
safb;Cofactor;ENSDARG00000020467;unmatched;unmatched;unmatched;;Danio rerio
nup62l;Cofactor;ENSDARG00000020527;unmatched;unmatched;unmatched;;Danio rerio
mcrs1;Cofactor;ENSDARG00000020840;unmatched;unmatched;unmatched;;Danio rerio
nelfcd;Cofactor;ENSDARG00000021097;unmatched;unmatched;unmatched;;Danio rerio
c1d;Cofactor;ENSDARG00000021112;unmatched;unmatched;unmatched;;Danio rerio
fbp1a;Cofactor;ENSDARG00000021366;unmatched;unmatched;unmatched;;Danio rerio
actr6;Cofactor;ENSDARG00000021370;unmatched;unmatched;unmatched;;Danio rerio
phf21ab;Cofactor;ENSDARG00000021378;T017379_2.00;unmatched;unmatched;;Danio rerio
chd3;Cofactor;ENSDARG00000021405;unmatched;unmatched;unmatched;;Danio rerio
ncoa4;Cofactor;ENSDARG00000021439;unmatched;unmatched;unmatched;;Danio rerio
sfr1;Cofactor;ENSDARG00000021974;unmatched;unmatched;unmatched;;Danio rerio
ercc2;Cofactor;ENSDARG00000021985;unmatched;unmatched;unmatched;;Danio rerio
ino80e;Cofactor;ENSDARG00000022939;unmatched;unmatched;unmatched;;Danio rerio
ecd;Cofactor;ENSDARG00000022944;unmatched;unmatched;unmatched;;Danio rerio
anp32b;Cofactor;ENSDARG00000023330;unmatched;unmatched;unmatched;;Danio rerio
nrbf2b;Cofactor;ENSDARG00000023591;unmatched;unmatched;unmatched;;Danio rerio
skila;Cofactor;ENSDARG00000023933;unmatched;unmatched;unmatched;;Danio rerio
nsmce4a;Cofactor;ENSDARG00000024311;unmatched;unmatched;unmatched;;Danio rerio
trip13;Cofactor;ENSDARG00000025043;unmatched;unmatched;unmatched;;Danio rerio
sytl3;Cofactor;ENSDARG00000025091;unmatched;unmatched;unmatched;;Danio rerio
zgc:103482;Cofactor;ENSDARG00000025174;unmatched;unmatched;unmatched;;Danio rerio
s100a10b;Cofactor;ENSDARG00000025254;unmatched;unmatched;unmatched;;Danio rerio
tdrd3;Cofactor;ENSDARG00000025421;unmatched;unmatched;unmatched;;Danio rerio
aatf;Cofactor;ENSDARG00000025467;unmatched;unmatched;unmatched;;Danio rerio
taf5l;Cofactor;ENSDARG00000025808;unmatched;unmatched;unmatched;;Danio rerio
chek2;Cofactor;ENSDARG00000025820;unmatched;unmatched;unmatched;;Danio rerio
hltf;Cofactor;ENSDARG00000026053;unmatched;unmatched;unmatched;;Danio rerio
cdk2;Cofactor;ENSDARG00000026577;unmatched;unmatched;unmatched;;Danio rerio
ehmt1b;Cofactor;ENSDARG00000026634;unmatched;unmatched;unmatched;;Danio rerio
uri1;Cofactor;ENSDARG00000026664;unmatched;unmatched;unmatched;;Danio rerio
gtf2h1;Cofactor;ENSDARG00000026701;unmatched;unmatched;unmatched;;Danio rerio
nol11;Cofactor;ENSDARG00000026767;unmatched;unmatched;unmatched;;Danio rerio
med21;Cofactor;ENSDARG00000026839;unmatched;unmatched;unmatched;;Danio rerio
rnf25;Cofactor;ENSDARG00000027182;unmatched;unmatched;unmatched;;Danio rerio
kat8;Cofactor;ENSDARG00000027187;unmatched;unmatched;unmatched;;Danio rerio
btg1;Cofactor;ENSDARG00000027249;unmatched;unmatched;unmatched;;Danio rerio
zmym2;Cofactor;ENSDARG00000027353;unmatched;unmatched;unmatched;;Danio rerio
hmox1a;Cofactor;ENSDARG00000027529;unmatched;unmatched;unmatched;;Danio rerio
frk;Cofactor;ENSDARG00000027807;unmatched;unmatched;unmatched;;Danio rerio
traf6;Cofactor;ENSDARG00000028058;T169016_2.00;unmatched;unmatched;;Danio rerio
dscamb;Cofactor;ENSDARG00000028118;unmatched;unmatched;unmatched;;Danio rerio
pex14;Cofactor;ENSDARG00000028322;unmatched;unmatched;unmatched;;Danio rerio
htatip2;Cofactor;ENSDARG00000028386;unmatched;unmatched;unmatched;;Danio rerio
lin9;Cofactor;ENSDARG00000028475;unmatched;unmatched;unmatched;;Danio rerio
nlk2;Cofactor;ENSDARG00000028793;unmatched;unmatched;unmatched;;Danio rerio
taf1b;Cofactor;ENSDARG00000028937;unmatched;unmatched;unmatched;;Danio rerio
rbbp4;Cofactor;ENSDARG00000029058;unmatched;unmatched;unmatched;;Danio rerio
med23;Cofactor;ENSDARG00000029157;unmatched;unmatched;unmatched;;Danio rerio
atxn7l3;Cofactor;ENSDARG00000029331;unmatched;unmatched;unmatched;;Danio rerio
nfkbib;Cofactor;ENSDARG00000030087;unmatched;unmatched;unmatched;;Danio rerio
sap30l;Cofactor;ENSDARG00000030213;unmatched;unmatched;unmatched;;Danio rerio
naa15b;Cofactor;ENSDARG00000030368;unmatched;unmatched;unmatched;;Danio rerio
ing4;Cofactor;ENSDARG00000030716;unmatched;unmatched;unmatched;;Danio rerio
dnmt1;Cofactor;ENSDARG00000030756;T167913_2.00;unmatched;unmatched;;Danio rerio
tescb;Cofactor;ENSDARG00000030839;unmatched;unmatched;unmatched;;Danio rerio
cited2;Cofactor;ENSDARG00000030905;unmatched;unmatched;unmatched;;Danio rerio
commd1;Cofactor;ENSDARG00000031203;unmatched;unmatched;unmatched;;Danio rerio
ssu72;Cofactor;ENSDARG00000031216;unmatched;unmatched;unmatched;;Danio rerio
sap30bp;Cofactor;ENSDARG00000031261;unmatched;unmatched;unmatched;;Danio rerio
dab2;Cofactor;ENSDARG00000031761;unmatched;unmatched;unmatched;;Danio rerio
hif1an;Cofactor;ENSDARG00000031915;unmatched;unmatched;unmatched;;Danio rerio
pcbd1;Cofactor;ENSDARG00000031981;unmatched;unmatched;unmatched;;Danio rerio
ddx1;Cofactor;ENSDARG00000032117;unmatched;unmatched;unmatched;;Danio rerio
gtf2f1;Cofactor;ENSDARG00000032129;unmatched;unmatched;unmatched;;Danio rerio
puf60a;Cofactor;ENSDARG00000032175;unmatched;unmatched;unmatched;;Danio rerio
tob1a;Cofactor;ENSDARG00000032619;unmatched;unmatched;unmatched;;Danio rerio
chchd3a;Cofactor;ENSDARG00000032919;unmatched;unmatched;unmatched;;Danio rerio
abrab;Cofactor;ENSDARG00000033854;unmatched;unmatched;unmatched;;Danio rerio
cnot9;Cofactor;ENSDARG00000033855;unmatched;unmatched;unmatched;;Danio rerio
slc19a1;Cofactor;ENSDARG00000033993;unmatched;unmatched;unmatched;;Danio rerio
actl6b;Cofactor;ENSDARG00000034107;unmatched;unmatched;unmatched;;Danio rerio
ccnk;Cofactor;ENSDARG00000034146;unmatched;unmatched;unmatched;;Danio rerio
ing3;Cofactor;ENSDARG00000034326;unmatched;unmatched;unmatched;;Danio rerio
per2;Cofactor;ENSDARG00000034503;unmatched;unmatched;unmatched;;Danio rerio
lmo1;Cofactor;ENSDARG00000034504;unmatched;unmatched;unmatched;;Danio rerio
med6;Cofactor;ENSDARG00000034734;unmatched;unmatched;unmatched;;Danio rerio
hat1;Cofactor;ENSDARG00000034916;unmatched;unmatched;unmatched;;Danio rerio
pfdn5;Cofactor;ENSDARG00000035043;unmatched;unmatched;unmatched;;Danio rerio
abl1;Cofactor;ENSDARG00000035187;unmatched;unmatched;unmatched;;Danio rerio
taf1;Cofactor;ENSDARG00000035330;unmatched;unmatched;unmatched;;Danio rerio
fgf5;Cofactor;ENSDARG00000035377;unmatched;unmatched;unmatched;;Danio rerio
ankra2;Cofactor;ENSDARG00000035399;unmatched;unmatched;unmatched;;Danio rerio
nelfb;Cofactor;ENSDARG00000035505;unmatched;unmatched;unmatched;;Danio rerio
rad21b;Cofactor;ENSDARG00000035655;unmatched;unmatched;Q1L8E1;;Danio rerio
rgcc;Cofactor;ENSDARG00000035810;unmatched;unmatched;unmatched;;Danio rerio
sirt3;Cofactor;ENSDARG00000035819;unmatched;unmatched;unmatched;;Danio rerio
tdp2b;Cofactor;ENSDARG00000035954;unmatched;unmatched;unmatched;;Danio rerio
ddx39b;Cofactor;ENSDARG00000036069;unmatched;unmatched;unmatched;;Danio rerio
gtf2h4;Cofactor;ENSDARG00000036071;unmatched;unmatched;unmatched;;Danio rerio
eya3;Cofactor;ENSDARG00000036100;unmatched;unmatched;unmatched;;Danio rerio
txnipa;Cofactor;ENSDARG00000036107;unmatched;unmatched;unmatched;;Danio rerio
anxa4;Cofactor;ENSDARG00000036456;unmatched;unmatched;unmatched;;Danio rerio
snapc2;Cofactor;ENSDARG00000036473;unmatched;unmatched;unmatched;;Danio rerio
hexim1;Cofactor;ENSDARG00000036482;unmatched;unmatched;unmatched;;Danio rerio
ccnt2a;Cofactor;ENSDARG00000036685;unmatched;unmatched;unmatched;;Danio rerio
bcl9;Cofactor;ENSDARG00000036687;unmatched;unmatched;unmatched;;Danio rerio
calcoco1a;Cofactor;ENSDARG00000036695;unmatched;unmatched;unmatched;;Danio rerio
dnmt3bb;Cofactor;ENSDARG00000036791;unmatched;unmatched;unmatched;;Danio rerio
tbpl1;Cofactor;ENSDARG00000036868;T342297_2.00;unmatched;unmatched;;Danio rerio
TENM2;Cofactor;ENSDARG00000037122;unmatched;unmatched;unmatched;;Danio rerio
plrg1;Cofactor;ENSDARG00000037283;unmatched;unmatched;unmatched;;Danio rerio
aurkb;Cofactor;ENSDARG00000037640;unmatched;unmatched;unmatched;;Danio rerio
npm1b;Cofactor;ENSDARG00000037675;unmatched;unmatched;unmatched;;Danio rerio
taf11;Cofactor;ENSDARG00000037855;unmatched;unmatched;unmatched;;Danio rerio
actb2;Cofactor;ENSDARG00000037870;unmatched;unmatched;unmatched;;Danio rerio
ezh1;Cofactor;ENSDARG00000037894;unmatched;unmatched;unmatched;;Danio rerio
pih1d1;Cofactor;ENSDARG00000037955;unmatched;unmatched;unmatched;;Danio rerio
rbx1;Cofactor;ENSDARG00000038030;unmatched;unmatched;unmatched;;Danio rerio
smurf2;Cofactor;ENSDARG00000038067;unmatched;unmatched;unmatched;;Danio rerio
ddx5;Cofactor;ENSDARG00000038068;unmatched;unmatched;unmatched;;Danio rerio
rprd1b;Cofactor;ENSDARG00000038113;unmatched;unmatched;unmatched;;Danio rerio
thoc5;Cofactor;ENSDARG00000038290;unmatched;unmatched;unmatched;;Danio rerio
ccar2;Cofactor;ENSDARG00000038302;unmatched;unmatched;unmatched;;Danio rerio
vgll3;Cofactor;ENSDARG00000038305;unmatched;unmatched;unmatched;;Danio rerio
rpap2;Cofactor;ENSDARG00000038397;unmatched;unmatched;unmatched;;Danio rerio
pik3r1;Cofactor;ENSDARG00000038524;unmatched;unmatched;unmatched;;Danio rerio
plk3;Cofactor;ENSDARG00000038754;unmatched;unmatched;unmatched;;Danio rerio
smarcd3a;Cofactor;ENSDARG00000038786;unmatched;unmatched;unmatched;;Danio rerio
ppid;Cofactor;ENSDARG00000038835;unmatched;unmatched;unmatched;;Danio rerio
setd7;Cofactor;ENSDARG00000038858;unmatched;unmatched;unmatched;;Danio rerio
ctnnbip1;Cofactor;ENSDARG00000038954;unmatched;unmatched;unmatched;;Danio rerio
cdyl;Cofactor;ENSDARG00000038985;unmatched;unmatched;unmatched;;Danio rerio
loxl3b;Cofactor;ENSDARG00000039563;unmatched;unmatched;unmatched;;Danio rerio
pa2g4a;Cofactor;ENSDARG00000039578;unmatched;unmatched;unmatched;;Danio rerio
sirt5;Cofactor;ENSDARG00000039684;unmatched;unmatched;unmatched;;Danio rerio
c1qbp;Cofactor;ENSDARG00000039887;unmatched;unmatched;unmatched;;Danio rerio
pycard;Cofactor;ENSDARG00000040076;unmatched;unmatched;unmatched;;Danio rerio
si:ch211-219a4;Cofactor;ENSDARG00000040445;unmatched;unmatched;unmatched;;Danio rerio
PRMT8;Cofactor;ENSDARG00000040633;unmatched;unmatched;unmatched;;Danio rerio
ctdsp1;Cofactor;ENSDARG00000040674;unmatched;unmatched;unmatched;;Danio rerio
nab1b;Cofactor;ENSDARG00000040700;unmatched;unmatched;unmatched;;Danio rerio
tsg101a;Cofactor;ENSDARG00000040854;unmatched;unmatched;unmatched;;Danio rerio
lgals9l3;Cofactor;ENSDARG00000041060;unmatched;unmatched;unmatched;;Danio rerio
kmt5b;Cofactor;ENSDARG00000041081;unmatched;unmatched;unmatched;;Danio rerio
morf4l1;Cofactor;ENSDARG00000041155;unmatched;unmatched;unmatched;;Danio rerio
drap1;Cofactor;ENSDARG00000041203;unmatched;unmatched;unmatched;;Danio rerio
med18;Cofactor;ENSDARG00000041237;unmatched;unmatched;unmatched;;Danio rerio
trak1a;Cofactor;ENSDARG00000041304;unmatched;unmatched;unmatched;;Danio rerio
med4;Cofactor;ENSDARG00000041503;unmatched;unmatched;unmatched;;Danio rerio
vgll2a;Cofactor;ENSDARG00000041706;unmatched;unmatched;unmatched;;Danio rerio
hsbp1b;Cofactor;ENSDARG00000041921;unmatched;unmatched;unmatched;;Danio rerio
elp3;Cofactor;ENSDARG00000042005;unmatched;unmatched;unmatched;;Danio rerio
dmap1;Cofactor;ENSDARG00000042087;unmatched;unmatched;unmatched;;Danio rerio
myo6b;Cofactor;ENSDARG00000042141;unmatched;unmatched;unmatched;;Danio rerio
rbbp5;Cofactor;ENSDARG00000042147;unmatched;unmatched;unmatched;;Danio rerio
skia;Cofactor;ENSDARG00000042151;unmatched;unmatched;unmatched;;Danio rerio
atrx;Cofactor;ENSDARG00000042236;unmatched;unmatched;unmatched;;Danio rerio
chrac1;Cofactor;ENSDARG00000042337;unmatched;unmatched;unmatched;;Danio rerio
MAD2L2;Cofactor;ENSDARG00000042456;unmatched;unmatched;unmatched;;Danio rerio
hipk2;Cofactor;ENSDARG00000042518;unmatched;unmatched;unmatched;;Danio rerio
supt5h;Cofactor;ENSDARG00000042724;unmatched;unmatched;unmatched;;Danio rerio
notch2;Cofactor;ENSDARG00000043130;unmatched;unmatched;unmatched;;Danio rerio
mllt1a;Cofactor;ENSDARG00000043185;unmatched;unmatched;unmatched;;Danio rerio
ccna1;Cofactor;ENSDARG00000043236;unmatched;unmatched;unmatched;;Danio rerio
arrb1;Cofactor;ENSDARG00000043241;unmatched;unmatched;unmatched;;Danio rerio
abt1;Cofactor;ENSDARG00000043666;unmatched;unmatched;unmatched;;Danio rerio
asf1bb;Cofactor;ENSDARG00000043713;unmatched;unmatched;unmatched;;Danio rerio
rnf14;Cofactor;ENSDARG00000043905;unmatched;unmatched;unmatched;;Danio rerio
lrpprc;Cofactor;ENSDARG00000043970;unmatched;unmatched;unmatched;;Danio rerio
ctbp2a;Cofactor;ENSDARG00000044062;unmatched;unmatched;unmatched;;Danio rerio
loxl2b;Cofactor;ENSDARG00000044074;unmatched;unmatched;unmatched;;Danio rerio
znf593;Cofactor;ENSDARG00000044102;unmatched;unmatched;unmatched;;Danio rerio
txn;Cofactor;ENSDARG00000044125;unmatched;unmatched;unmatched;;Danio rerio
padi2;Cofactor;ENSDARG00000044167;unmatched;unmatched;unmatched;;Danio rerio
erbin;Cofactor;ENSDARG00000044281;unmatched;unmatched;unmatched;;Danio rerio
siah2l;Cofactor;ENSDARG00000044381;unmatched;unmatched;unmatched;;Danio rerio
sfmbt1;Cofactor;ENSDARG00000044915;unmatched;unmatched;unmatched;;Danio rerio
cbx2;Cofactor;ENSDARG00000044938;unmatched;unmatched;unmatched;;Danio rerio
rnf8;Cofactor;ENSDARG00000044949;unmatched;unmatched;unmatched;;Danio rerio
cdk5r1b;Cofactor;ENSDARG00000045087;unmatched;unmatched;unmatched;;Danio rerio
cdk5rap3;Cofactor;ENSDARG00000045092;unmatched;unmatched;unmatched;;Danio rerio
nif3l1;Cofactor;ENSDARG00000045249;unmatched;unmatched;unmatched;;Danio rerio
elocb;Cofactor;ENSDARG00000045359;unmatched;unmatched;unmatched;;Danio rerio
lancl2;Cofactor;ENSDARG00000045465;unmatched;unmatched;unmatched;;Danio rerio
pawr;Cofactor;ENSDARG00000045486;unmatched;unmatched;unmatched;;Danio rerio
sfmbt2;Cofactor;ENSDARG00000045519;unmatched;unmatched;unmatched;;Danio rerio
tnni2a;Cofactor;ENSDARG00000045592;unmatched;unmatched;unmatched;;Danio rerio
rbl2;Cofactor;ENSDARG00000045636;unmatched;unmatched;unmatched;;Danio rerio
ccdc59;Cofactor;ENSDARG00000045755;unmatched;unmatched;unmatched;;Danio rerio
cry1aa;Cofactor;ENSDARG00000045768;unmatched;unmatched;unmatched;;Danio rerio
apex1;Cofactor;ENSDARG00000045843;unmatched;unmatched;unmatched;;Danio rerio
kat5b;Cofactor;ENSDARG00000045951;unmatched;unmatched;unmatched;;Danio rerio
med20;Cofactor;ENSDARG00000046006;unmatched;unmatched;unmatched;;Danio rerio
kdm2bb;Cofactor;ENSDARG00000046010;T167915_2.00;unmatched;unmatched;;Danio rerio
brd2b;Cofactor;ENSDARG00000046087;unmatched;unmatched;unmatched;;Danio rerio
dhx33;Cofactor;ENSDARG00000051785;unmatched;unmatched;unmatched;;Danio rerio
cdk7;Cofactor;ENSDARG00000051916;unmatched;unmatched;unmatched;;Danio rerio
brms1;Cofactor;ENSDARG00000051955;unmatched;unmatched;unmatched;;Danio rerio
pcgf5b;Cofactor;ENSDARG00000052388;unmatched;unmatched;unmatched;;Danio rerio
pak6b;Cofactor;ENSDARG00000052405;unmatched;unmatched;unmatched;;Danio rerio
taf1a;Cofactor;ENSDARG00000052471;unmatched;unmatched;unmatched;;Danio rerio
sltm;Cofactor;ENSDARG00000052728;unmatched;unmatched;unmatched;;Danio rerio
mtor;Cofactor;ENSDARG00000053196;unmatched;unmatched;unmatched;;Danio rerio
rybpb;Cofactor;ENSDARG00000053459;unmatched;unmatched;unmatched;;Danio rerio
camk2a;Cofactor;ENSDARG00000053617;unmatched;unmatched;unmatched;;Danio rerio
sra1;Cofactor;ENSDARG00000053619;unmatched;unmatched;unmatched;;Danio rerio
npm2b;Cofactor;ENSDARG00000053963;unmatched;unmatched;unmatched;;Danio rerio
ripply1;Cofactor;ENSDARG00000054103;unmatched;unmatched;unmatched;;Danio rerio
cdkn1bb;Cofactor;ENSDARG00000054271;unmatched;unmatched;unmatched;;Danio rerio
anp32e;Cofactor;ENSDARG00000054804;unmatched;unmatched;unmatched;;Danio rerio
bcl9l;Cofactor;ENSDARG00000055054;unmatched;unmatched;unmatched;;Danio rerio
prdx5;Cofactor;ENSDARG00000055064;unmatched;unmatched;unmatched;;Danio rerio
cenpf;Cofactor;ENSDARG00000055133;unmatched;unmatched;unmatched;;Danio rerio
smyd2a;Cofactor;ENSDARG00000055151;unmatched;unmatched;unmatched;;Danio rerio
leo1;Cofactor;ENSDARG00000055357;unmatched;unmatched;unmatched;;Danio rerio
sertad2b;Cofactor;ENSDARG00000055530;unmatched;unmatched;unmatched;;Danio rerio
npat;Cofactor;ENSDARG00000055548;unmatched;unmatched;unmatched;;Danio rerio
ruvbl2;Cofactor;ENSDARG00000055639;unmatched;unmatched;unmatched;;Danio rerio
ino80c;Cofactor;ENSDARG00000055719;unmatched;unmatched;unmatched;;Danio rerio
suv39h1b;Cofactor;ENSDARG00000055753;unmatched;unmatched;unmatched;;Danio rerio
dvl2;Cofactor;ENSDARG00000056184;unmatched;unmatched;unmatched;;Danio rerio
si:ch211-199o1;Cofactor;ENSDARG00000056210;unmatched;unmatched;unmatched;;Danio rerio
auts2a;Cofactor;ENSDARG00000056427;unmatched;unmatched;unmatched;;Danio rerio
chaf1b;Cofactor;ENSDARG00000056473;unmatched;unmatched;unmatched;;Danio rerio
zgc:110158;Cofactor;ENSDARG00000056490;unmatched;unmatched;unmatched;;Danio rerio
wbp2;Cofactor;ENSDARG00000056605;unmatched;unmatched;unmatched;;Danio rerio
pir;Cofactor;ENSDARG00000056638;unmatched;unmatched;unmatched;;Danio rerio
cdk5;Cofactor;ENSDARG00000056683;unmatched;unmatched;unmatched;;Danio rerio
sufu;Cofactor;ENSDARG00000056801;unmatched;unmatched;unmatched;;Danio rerio
ilk;Cofactor;ENSDARG00000056964;unmatched;unmatched;unmatched;;Danio rerio
ran;Cofactor;ENSDARG00000057026;unmatched;unmatched;unmatched;;Danio rerio
slc30a9;Cofactor;ENSDARG00000057272;unmatched;unmatched;unmatched;;Danio rerio
mdm4;Cofactor;ENSDARG00000057513;unmatched;unmatched;unmatched;;Danio rerio
polr3c;Cofactor;ENSDARG00000057562;unmatched;unmatched;unmatched;;Danio rerio
cops5;Cofactor;ENSDARG00000057624;unmatched;unmatched;unmatched;;Danio rerio
hells;Cofactor;ENSDARG00000057738;unmatched;unmatched;unmatched;;Danio rerio
smyd3;Cofactor;ENSDARG00000058050;unmatched;unmatched;unmatched;;Danio rerio
fgfr2;Cofactor;ENSDARG00000058115;unmatched;unmatched;unmatched;;Danio rerio
hcfc2;Cofactor;ENSDARG00000058127;unmatched;unmatched;unmatched;;Danio rerio
ndnl2;Cofactor;ENSDARG00000058212;unmatched;unmatched;unmatched;;Danio rerio
snx6;Cofactor;ENSDARG00000058444;unmatched;unmatched;unmatched;;Danio rerio
cnot10;Cofactor;ENSDARG00000058528;unmatched;unmatched;unmatched;;Danio rerio
hck;Cofactor;ENSDARG00000058647;unmatched;unmatched;unmatched;;Danio rerio
tbl1xr1a;Cofactor;ENSDARG00000058696;unmatched;unmatched;unmatched;;Danio rerio
wnt3a;Cofactor;ENSDARG00000058822;unmatched;unmatched;unmatched;;Danio rerio
emsy;Cofactor;ENSDARG00000059059;unmatched;unmatched;unmatched;;Danio rerio
mak;Cofactor;ENSDARG00000059287;unmatched;unmatched;unmatched;;Danio rerio
chchd2;Cofactor;ENSDARG00000059304;unmatched;unmatched;unmatched;;Danio rerio
cavin1b;Cofactor;ENSDARG00000059362;unmatched;unmatched;unmatched;;Danio rerio
raf1b;Cofactor;ENSDARG00000059406;unmatched;unmatched;unmatched;;Danio rerio
recql5;Cofactor;ENSDARG00000059556;unmatched;unmatched;unmatched;;Danio rerio
kdm2aa;Cofactor;ENSDARG00000059653;T167916_2.00;unmatched;unmatched;;Danio rerio
flii;Cofactor;ENSDARG00000059701;unmatched;unmatched;unmatched;;Danio rerio
wdtc1;Cofactor;ENSDARG00000059760;unmatched;unmatched;unmatched;;Danio rerio
caska;Cofactor;ENSDARG00000059809;unmatched;unmatched;unmatched;;Danio rerio
raly;Cofactor;ENSDARG00000059972;unmatched;unmatched;unmatched;;Danio rerio
setd1a;Cofactor;ENSDARG00000060030;unmatched;unmatched;unmatched;;Danio rerio
